parent,child
h6,g__Candidatus Nitrosocaldus|s__cavascurensis
h8,g__Weissella|s__soli
h6,g__Microbacterium|s__esteraromaticum
h3,g__Maribacter|s__dokdonensis
h1,g__Kordia|s__sp. SMS9
h6,g__Wolbachia|s__endosymbiont of Carposina sasakii
f__Rhodobacteraceae,g__Pannonibacter|s__phragmitetus
h4,g__Thermaerobacter|s__sp. PB12/4term
h2,g__Bacillus|s__mobilis
h9,g__Providencia|s__sp. WCHPHu000369
h9,g__Dickeya|s__fangzhongdai
h5,g__Clostridium|s__sporogenes
h2,g__Corynebacterium|s__sp. LMM-1652
h5,g__Pelobacter|s__sp. SFB93
h5,g__Corynebacterium|s__tuberculostearicum
f__Fusobacteriaceae,g__Fusobacterium|s__varium
h4,g__Azorhizobium|s__caulinodans
h0,g__Streptomyces|s__albus
h4,g__Bacillus|s__sp. BS-01
h8,g__Raoultella|s__Plautia stali symbiont
h9,g__Achromobacter|s__sp. LM16
h9,g__Rubrobacter|s__xylanophilus
h2,g__Burkholderia|s__sp. YI23
h5,g__Methanothermobacter|s__thermautotrophicus
h2,g__Shewanella|s__japonica
h2,g__Wenzhouxiangella|s__sp. AB-CW3
h1,g__Pantoea|s__sp. At-9b
h0,g__Dechloromonas|s__sp. HYN0024
h3,g__Psychrobacter|s__sp. DAB_AL60
h5,g__Halomonas|s__beimenensis
h6,g__Corynebacterium|s__segmentosum
h7,g__Mycoplasma|s__sp. 1654_15
h3,g__Candidatus Nitrosomarinus|s__catalina
h2,g__Legionella|s__adelaidensis
h3,g__Kosakonia|s__oryzae
L-GlycineGlycineConsumptionimport,g__Clostridium|s__botulinum
h6,g__Psychrobacter|s__arcticus
h2,g__Alienimonas|s__californiensis
h0,g__Clostridium|s__diolis
h1,g__Gluconobacter|s__albidus
h4,g__Prochlorococcus|s__sp. MIT 0801
h7,g__Herbaspirillum|s__seropedicae
h2,g__Pirellula|s__staleyi
h4,g__Streptomyces|s__sp. 604F
h7,g__Chromobacterium|s__sp. Rain0013
h0,g__Rickettsia|s__canadensis
h8,g__Arsenophonus|s__endosymbiont of Aleurodicus dispersus
h4,g__Muricauda|s__ruestringensis
output,TrehaloseConsumptionimport
TaurocholateConsumptionimport,g__Bifidobacterium|s__animalis
h1,g__Nocardioides|s__sp. JQ2195
h3,g__Planococcus|s__donghaensis
output,f__Sinobacteraceae
h3,g__Pseudomonas|s__sp. BJP69
h9,g__Pseudomonas|s__sp. IB20
h9,g__Dyella|s__thiooxydans
h9,g__Sporosarcina|s__pasteurii
AcetateProductionexport,g__Bacteroides|s__ovatus
LactoseConsumptionimport,g__Pediococcus|s__acidilactici
h2,g__Erysipelatoclostridium|s__ramosum
h6,g__Thiosulfativibrio|s__zosterae
h9,g__Flavobacterium|s__kingsejongi
h0,g__Muribaculum|s__sp. TLL-A4
h3,g__Citrobacter|s__koseri
h3,g__Kerstersia|s__gyiorum
h3,g__Pseudomonas|s__sp. s211(2017)
h8,g__Halotalea|s__alkalilenta
h9,g__Vibrio|s__scophthalmi
h5,g__Nocardioides|s__sp. CF8
h9,g__Synechococcus|s__sp. PCC 7336
h7,g__Brachybacterium|s__saurashtrense
h7,g__Pseudomonas|s__multiresinivorans
h5,g__Myroides|s__odoratimimus
h5,g__Flavobacterium|s__commune
4,g__Dickeya|s__zeae
h6,g__Pseudomonas|s__sp. KBS0707
output,211
h3,g__Cyanobium|s__sp. NS01
f__Pseudomonadaceae,g__Pseudomonas|s__sp. phDV1
h1,g__Curvibacter|s__sp. AEP1-3
h0,g__Mycobacteroides|s__chelonae
h6,g__Thermosipho|s__sp. 1063
h6,g__Mycobacterium|s__parmense
h7,g__Chlorobium|s__limicola
h5,g__Halobacillus|s__mangrovi
h7,g__Coprothermobacter|s__proteolyticus
h9,g__Olsenella|s__sp. LZLJ-2
h5,g__Clostridium|s__cochlearium
h1,g__Enterococcus|s__avium
h8,g__Spirosoma|s__sp. CJU-R4
h8,g__Streptococcus|s__respiraculi
h7,g__Gallionella|s__capsiferriformans
h1,g__Actinomadura|s__amylolytica
h9,g__Streptomyces|s__sp. INR7
h7,g__Shewanella|s__donghaensis
h8,g__Proteus|s__vulgaris
h5,g__Bradyrhizobium|s__guangdongense
f__Yersiniaceae,g__Rahnella|s__sp. WMR114
11,g__Fibrella|s__aestuarina
h1,g__Mycolicibacterium|s__rutilum
h3,g__Desulfosporosinus|s__youngiae
h6,g__Pyrococcus|s__furiosus
output,f__Rubrobacteraceae
h0,g__Aeromonas|s__sp. ASNIH2
h0,g__Stappia|s__indica
h2,g__Pseudomonas|s__fulva
h2,g__Calothrix|s__parasitica
f__Tepidanaerobacteraceae,g__Biomaibacter|s__acetigenes
h2,g__Thermococcus|s__sp. AMT11
h5,g__Virgibacillus|s__halodenitrificans
h8,g__Corynebacterium|s__sp. NML98-0116
h4,g__Halomonas|s__sp. GFAJ-1
h3,g__Synechococcus|s__sp. PCC 8807
h3,g__Paraburkholderia|s__sprentiae
h5,g__Polaromonas|s__sp.
h5,g__Halomonas|s__sp. N3-2A
h5,g__Micromonospora|s__auratinigra
h7,g__Brevibacillus|s__agri
output,beta-alanine3-AminopropionateConsumptionimport
h8,g__Mycobacterium|s__saskatchewanense
f__Frankiaceae,g__Frankia|s__casuarinae
h6,g__Sphingomonas|s__sp. XS-10
h3,g__Francisella|s__orientalis
h3,g__Rubrobacter|s__sp. SCSIO 52915
f__Pseudomonadaceae,g__Pseudomonas|s__trivialis
0,g__Pseudomonas|s__fulva
h3,g__Idiomarina|s__andamanensis
3,g__Hymenobacter|s__sp. BRD128
h7,g__Sinorhizobium|s__americanum
h1,g__Fervidobacterium|s__nodosum
h6,g__Sphingobium|s__chlorophenolicum
h0,g__Phascolarctobacterium|s__faecium
h0,g__Pseudomonas|s__sp. LTJR-52
h6,g__Pasteurella|s__skyensis
h0,g__Microbulbifer|s__hydrolyticus
h0,g__Treponema|s__succinifaciens
h5,g__Streptomyces|s__violaceusniger
h9,g__Brevibacterium|s__sandarakinum
h5,g__Candidatus Puniceispirillum|s__marinum
f__Caulobacteraceae,g__Brevundimonas|s__vancanneytii
h4,g__Paraburkholderia|s__sp. 7Q-K02
h9,g__Shewanella|s__sp. M2
h8,g__Rhodococcus|s__sp. NJ-530
h0,g__Curtobacterium|s__sp. csp3
h9,g__Ruminococcus|s__bicirculans
h6,g__Azospirillum|s__thiophilum
h8,g__Vibrio|s__qinghaiensis
h9,g__Actinomyces|s__sp. 299
h2,g__Bosea|s__sp. RAC05
h2,g__Caldicellulosiruptor|s__bescii
h4,g__Polaromonas|s__sp. E5S
h7,g__Candidatus Nitrosocaldus|s__islandicus
h9,g__Olleya|s__aquimaris
h3,g__Bacteroides|s__sp. HF-5141
h7,g__Niastella|s__koreensis
f__Xanthomonadaceae,g__Stenotrophomonas|s__sp. WZN-1
h7,g__Bartonella|s__sp. WD16.2
h7,g__Wolbachia|s__endosymbiont of Cruorifilaria tuberocauda
h1,g__Gallaecimonas|s__mangrovi
h2,g__Bacillus|s__sp. FJAT-22090
h3,g__Mycoplasma|s__meleagridis
h9,g__Saccharomonospora|s__sp. 31sw
f__Veillonellaceae,g__Dialister|s__massiliensis
h0,g__Rathayibacter|s__sp. VKM Ac-2804
h8,g__Salinivibrio|s__costicola
h3,g__Flavobacterium|s__psychrophilum
h5,g__Vibrio|s__sp. 04Ya108
h8,g__Bacillus|s__coagulans
MethaneCH4Productionexport,g__Methanoregula|s__boonei
h4,g__Pseudoalteromonas|s__rubra
h2,g__Agrobacterium|s__genomosp. 6
h1,g__Breoghania|s__sp. L-A4
h3,g__Citrobacter|s__sp. RHBSTW-00667
h5,g__Vibrio|s__sp. Sal10
h9,g__Lelliottia|s__Enterobacteriaceae endosymbiont of Macroplea mutica
h7,g__Glutamicibacter|s__halophytocola
h2,g__Clostridium|s__chauvoei
h7,g__Weissella|s__cibaria
h6,g__Microcystis|s__aeruginosa
h8,g__Paenibacillus|s__sp. FSL R5-0345
h9,g__Bradyrhizobium|s__sp. 6(2017)
h3,g__Ramlibacter|s__tataouinensis
h9,g__Paenibacillus|s__protaetiae
f__Acetobacteraceae,g__Acetobacter|s__sp. KACC 21233
L-MalateS-MalateL-MalicacidMalateD-MalateR-MalateProductionexport,g__Clostridium|s__tetani
f__Acetobacteraceae,g__Acetobacter|s__tropicalis
h8,g__Janthinobacterium|s__sp. HH102
h2,g__Lonsdalea|s__britannica
h3,g__Streptomyces|s__chromofuscus
h3,g__Anaerobutyricum|s__hallii
h4,g__Halomicrobium|s__mukohataei
h7,g__Nocardioides|s__sp. MC1495
h0,g__Streptomyces|s__sp. WAC06273
h4,g__Ensifer|s__mexicanus
h9,g__Virgibacillus|s__sp. MSP4-1
D-FructoseFructoseConsumptionimport,g__Roseburia|s__intestinalis
h4,g__Desulfovibrio|s__alaskensis
h8,g__Candidatus Kinetoplastibacterium|s__sorsogonicusi
h0,g__Streptococcus|s__parauberis
h8,g__Helicobacter|s__heilmannii
h4,g__Candidatus Nitrosoglobus|s__terrae
h5,g__Lactobacillus|s__terrae
h5,g__Nitrososphaera|s__Candidatus Nitrososphaera evergladensis
h4,g__Moorella|s__glycerini
h6,g__Mogibacterium|s__pumilum
h6,g__Thermosynechococcus|s__sp. NK55a
h4,g__Providencia|s__heimbachae
h4,g__Cedecea|s__lapagei
f__Erysipelotrichaceae,g__Turicibacter|s__sanguinis
h3,g__Synechococcus|s__sp. CC9605
h0,g__Bradyrhizobium|s__sp. ORS 278
h8,g__Shewanella|s__denitrificans
h1,g__Serpentinomonas|s__raichei
f__Bacillaceae,g__Bacillus|s__thuringiensis
h0,g__Halolamina|s__sp. CBA1230
h1,g__Agrobacterium|s__sp. MA01
h2,g__Halomonas|s__sp. PGE1
h2,g__Pseudomonas|s__sp. IzPS32d
h0,g__Aeromicrobium|s__sp. zg-629
h1,g__Bacillus|s__filamentosus
h2,g__Thermococcus|s__kodakarensis
h1,g__Gemella|s__haemolysans
h2,g__Streptococcus|s__sp. I-G2
h2,g__Mycobacterium|s__sp. EPa45
L-LactateS-LactateLactateD-LactateR-LactateProductionexport,g__Actinomyces|s__oris
FormateConsumptionimport,g__Wolinella|s__succinogenes
15,g__Indioceanicola|s__profundi
h3,g__Sulfurospirillum|s__deleyianum
h6,g__Maribacter|s__sp. MJ134
NH3AmmoniaNH4AmmoniumConsumptionimport,g__Bacteroides|s__caccae
h6,g__Planobispora|s__rosea
h1,g__Vibrio|s__sp. Sal10
DextrinMaltotrioseMaltodextrinMaltohexaoseMaltotetraoseMaltooligosaccharideConsumptionimport,g__Clostridium|s__botulinum
h9,g__Mycoplasma|s__felis
h7,g__Aquicella|s__lusitana
h6,g__Streptomyces|s__phaeochromogenes
h3,g__Sulfuriferula|s__nivalis
h6,g__Desulfitobacterium|s__hafniense
5,g__Granulosicoccus|s__antarcticus
h1,g__Algibacter|s__sp. L1A34
h1,g__Citrobacter|s__sp. RHBSTW-00535
h0,g__Azotobacter|s__chroococcum
h5,g__Francisella|s__persica
h8,g__Rothia|s__amarae
h6,g__Pseudomonas|s__fuscovaginae
h3,g__Rhodococcus|s__erythropolis
h4,g__Phytobacter|s__ursingii
h4,g__Bordetella|s__flabilis
h7,g__Exiguobacterium|s__sp. N4-1P
h8,g__Pseudoalteromonas|s__sp. Scap06
h7,g__Bordetella|s__sp. H567
h5,g__Pseudoxanthomonas|s__spadix
h0,g__Paenibacillus|s__sp. 32O-W
h2,g__Natrinema|s__sp. J7-2
h4,g__Thermoanaerobacter|s__mathranii
h2,g__Hyphomonas|s__neptunium
h4,g__Sphingobium|s__sp. TKS
h7,g__Campylobacter|s__rectus
f__Streptococcaceae,g__Streptococcus|s__sp. DAT741
h2,g__Bacillus|s__sp. PAMC26568
h5,g__Kitasatospora|s__sp. NA04385
h2,g__Pseudomonas|s__silesiensis
h9,g__Akkermansia|s__glycaniphila
h8,g__Pseudomonas|s__sp. C27(2019)
f__Pseudomonadaceae,g__Pseudomonas|s__reinekei
h9,g__Chryseobacterium|s__indologenes
h9,g__Streptococcus|s__macedonicus
h9,g__Burkholderia|s__lata
h8,g__Geovibrio|s__thiophilus
h8,g__Paucilactobacillus|s__Lactobacillus oligofermentans
CO2Productionexport,g__Klebsiella|s__variicola
h3,g__Pseudomonas|s__sp. SWI36
h3,g__Saccharothrix|s__espanaensis
h3,g__Burkholderia|s__sp. DHOD12
h4,g__Francisella|s__opportunistica
h0,g__Jeotgalibaca|s__sp. PTS2502
h5,g__Bacillus|s__filamentosus
h8,g__Microbacterium|s__sp. 10M-3C3
D-SorbitolD-GlucitolSorbitolGlucitolL-SorbitolSorbitolConsumptionimport,g__Acidovorax|s__avenae
f__Erwiniaceae,g__Pantoea|s__sp. 201603H
H2HydrogenProductionexport,g__Clostridium|s__perfringens
h3,g__Fusobacterium|s__pseudoperiodonticum
h7,g__Spiroplasma|s__tabanidicola
h5,g__Bradyrhizobium|s__paxllaeri
h2,g__Streptomyces|s__albidoflavus
h2,g__Flavobacterium|s__gilvum
f__Sphingomonadaceae,g__Sphingomonas|s__sp. YZ-8
h5,g__Streptomyces|s__sp. Tu6071
h8,g__Gardnerella|s__vaginalis
h9,g__Clostridium|s__taeniosporum
3,g__Capnocytophaga|s__haemolytica
h5,g__Pseudescherichia|s__vulneris
h6,g__Candidatus Vampirococcus|s__archaeovorus
h8,g__Rickettsia|s__peacockii
h5,g__Streptomyces|s__noursei
h9,g__Wolbachia|s__endosymbiont of Drosophila simulans
h8,g__Gramella|s__forsetii
h5,g__Thermomicrobium|s__roseum
h2,g__Salinigranum|s__rubrum
h1,g__Apibacter|s__sp. B2966
h3,g__Klebsiella|s__variicola
h1,g__Corynebacterium|s__nuruki
h9,g__Cylindrospermopsis|s__curvispora
h3,g__Rhodococcus|s__sp. NS1
MethaneCH4Productionexport,g__Methanothermococcus|s__okinawensis
h9,g__Citrobacter|s__sp. RHBSTW-00053
h9,g__Devosia|s__sp. 1566
h1,g__Leptospira|s__interrogans
h3,g__Vibrio|s__metschnikovii
h5,g__Paraglaciecola|s__sp. L1A13
h9,g__Paraburkholderia|s__sp. DHF22
h9,g__Microbacterium|s__sp. 10M-3C3
h1,g__Mycoplasma|s__neurolyticum
h1,g__Psychrobacter|s__sp. P11G3
h9,g__Treponema|s__pallidum
f__Streptomycetaceae,g__Streptomyces|s__sp. AC541
h4,g__Clostridium|s__sp. DL-VIII
h4,g__Pseudomonas|s__sp. R4-34-07
h7,g__Cupriavidus|s__pinatubonensis
f__Methylobacteriaceae,g__Methylobacterium|s__sp. 17Sr1-1
h0,g__Nocardia|s__mangyaensis
141,g__Cohnella|s__abietis
23,g__Rhizobium|s__flavum
h7,g__Metallosphaera|s__cuprina
h8,g__Mixta|s__calida
h8,g__Thermococcus|s__chitonophagus
h8,g__Streptomyces|s__sp. ICC1
h7,g__Planococcus|s__versutus
H2HydrogenProductionexport,g__Clostridium|s__novyi
h0,g__Kosakonia|s__Enterobacteriaceae endosymbiont of Donacia cincticornis
h9,g__Sphingomonas|s__sp. LM7
h4,g__Achromobacter|s__denitrificans
h5,g__Magnetospirillum|s__sp. XM-1
h9,g__Wolbachia|s__endosymbiont of Cimex lectularius
h6,g__Legionella|s__spiritensis
h0,g__Xylella|s__taiwanensis
h8,g__Marinobacter|s__sp. NP-4(2019)
h9,g__Paraburkholderia|s__dokdonella
h4,g__Aquitalea|s__sp. USM4
h5,g__Rhodospirillum|s__centenum
h4,g__Rhodococcus|s__sp. S2-17
h6,g__Acidothermus|s__cellulolyticus
h1,g__Oblitimonas|s__alkaliphila
h0,g__Elizabethkingia|s__miricola
f__Selenomonadaceae,g__Selenomonas|s__sp. Marseille-Q3039
h2,g__Geobacter|s__anodireducens
f__Bradyrhizobiaceae,g__Bradyrhizobium|s__guangzhouense
h4,g__Pseudomonas|s__sp. SWI7
h0,g__Bartonella|s__sp. A1379B
h6,g__Desulfovibrio|s__sp. IOR2
h4,g__Hymenobacter|s__sp. BT18
h3,g__Empedobacter|s__stercoris
h8,g__Paraburkholderia|s__phenoliruptrix
f__Borreliaceae,g__Borrelia|s__coriaceae
h1,g__Streptococcus|s__sp. oral taxon 061
h0,g__Devosia|s__sp. MC521
h8,g__Nocardioides|s__mesophilus
f__Erwiniaceae,g__Erwinia|s__tasmaniensis
h1,g__Mycoplasma|s__columbinasale
h0,g__Burkholderia|s__sp. MSMB617WGS
h6,g__Spirosoma|s__sp. I-24
f__Vibrionaceae,g__Vibrio|s__campbellii
f__Petrotogaceae,g__Defluviitoga|s__tunisiensis
h2,g__Shewanella|s__loihica
h3,g__Pseudohalocynthiibacter|s__aestuariivivens
h1,g__Phytobacter|s__diazotrophicus
h3,g__Azospirillum|s__lipoferum
h0,g__Prauserella|s__marina
h5,g__Acetobacter|s__sp. KACC 21233
h0,g__Celeribacter|s__indicus
h3,g__Aeromonas|s__sp. ASNIH2
h9,g__Marinobacter|s__adhaerens
h0,g__Pseudomonas|s__sp. S1-A32-2
h3,g__Paracoccus|s__kondratievae
TriglycerideMacromoleculedegradation,g__Acinetobacter|s__calcoaceticus
h2,g__Spirochaeta|s__africana
h3,g__Shewanella|s__sediminis
6,g__Edwardsiella|s__anguillarum
h6,g__Streptomyces|s__sp. SM17
h3,g__Mycoplasma|s__struthionis
h4,g__Veillonella|s__dispar
h5,g__Variibacter|s__gotjawalensis
f__Sphingomonadaceae,g__Sphingobium|s__sp. LF-16
h1,g__Desulfuromonas|s__sp. DDH964
h3,g__Paucilactobacillus|s__Lactobacillus nenjiangensis
h0,g__Magnetospira|s__sp. QH-2
output,53
1,g__Ehrlichia|s__muris
h5,g__Cupriavidus|s__nantongensis
h3,g__Streptococcus|s__anginosus
FructanInulinLevanMacromoleculedegradation,g__Bacteroides|s__thetaiotaomicron
h4,g__Sphingobium|s__japonicum
h5,g__Streptomyces|s__sp. QHH-9511
h3,g__Candidatus Planktophila|s__dulcis
h1,g__Auraticoccus|s__monumenti
h1,g__Halorubrum|s__sp. T3
h4,g__Mycobacterium|s__sp. MS1601
h5,g__Plantibacter|s__sp. PA-3-X8
h6,g__Sulfitobacter|s__pseudonitzschiae
h5,g__Bacteroides|s__sp. HF-5141
h3,g__Flavisolibacter|s__tropicus
h7,g__Paenarthrobacter|s__aurescens
h8,g__Corynebacterium|s__glutamicum
h5,g__Phreatobacter|s__stygius
output,GlycodeoxycholateConsumptionimport
h3,g__Pseudomonas|s__sp. CFA
f__Chitinophagaceae,g__Chitinophaga|s__sp. XS-30
h0,g__Yersinia|s__mollaretii
h7,g__Citrobacter|s__sp. RHBSTW-00986
f__Pseudomonadaceae,g__Pseudomonas|s__sp. B11D7D
h6,g__Ureaplasma|s__parvum
h6,g__Rathayibacter|s__sp. VKM Ac-2760
10,g__Bacillus|s__sp. FJAT-18017
h6,g__Mycoplasma|s__bovirhinis
h2,g__Thalassotalea|s__sp. LPB0316
h7,g__Novosphingobium|s__sp. PP1Y
h1,g__Mycolicibacterium|s__sp. CBMA 213
h3,g__Staphylococcus|s__auricularis
h3,g__Microbacterium|s__sp. Y-01
h0,g__Thermosulfurimonas|s__marina
f__Halobacteriaceae,g__Halodesulfurarchaeum|s__haloarchaeon TuA4
h0,g__Gemmatirosa|s__kalamazoonesis
h7,g__Citrobacter|s__freundii
h4,g__Sphingobium|s__sp. YG1
h6,g__Candidatus Nardonella|s__endosymbiont of Sipalinus gigas
h1,g__Paenisporosarcina|s__sp. K2R23-3
h7,g__Bartonella|s__sp. CDC_skunk
h3,g__Fructilactobacillus|s__Lactobacillus lindneri
h7,g__Microbacterium|s__pygmaeum
h7,g__Halomonas|s__sp. KO116
h7,g__Chamaesiphon|s__minutus
h5,g__Streptomyces|s__sp. WAC00288
h5,g__Streptomyces|s__sp. NA04227
h0,g__Paraburkholderia|s__phymatum
f__Bacillaceae,g__Bacillus|s__circulans
h3,g__Mycoplasma|s__cloacale
h0,g__Salmonella|s__bongori
h4,g__Isoptericola|s__variabilis
h9,g__Gordonia|s__iterans
h8,g__Chryseobacterium|s__glaciei
h6,g__Methanofollis|s__liminatans
h7,g__Bartonella|s__sp. 1-1C
h2,g__Wenyingzhuangia|s__fucanilytica
h1,g__Salicibibacter|s__kimchii
h4,g__Bacillus|s__sp. FJAT-42376
h8,g__Dolichospermum|s__compactum
h2,g__Vibrio|s__aquimaris
h0,g__Simonsiella|s__muelleri
f__Peptococcaceae,g__Desulfotomaculum|s__ruminis
h3,g__Cutibacterium|s__granulosum
h7,g__Sinorhizobium|s__fredii
h9,g__Treponema|s__paraluiscuniculi
h2,g__Pseudoleptotrichia|s__goodfellowii
h7,g__Bibersteinia|s__trehalosi
h9,g__Microcystis|s__panniformis
h2,g__Arcobacter|s__thereius
h7,g__Chryseobacterium|s__sp. StRB126
h7,g__Thalassospira|s__xiamenensis
h0,g__Planococcus|s__faecalis
h0,g__Leptospira|s__kmetyi
h5,g__Delftia|s__acidovorans
h5,g__Halorhabdus|s__sp. CBA1104
h6,g__Hungatella|s__hathewayi
h7,g__Myxococcus|s__xanthus
f__Bacillaceae,g__Anoxybacillus|s__amylolyticus
h4,g__Grimontia|s__hollisae
h4,g__Streptococcus|s__pyogenes
h1,g__Nitrospira|s__sp. KM1
h0,g__Thermosipho|s__sp. 1070
h6,g__Sulfurovum|s__sp. NBC37-1
h7,g__Borrelia|s__coriaceae
h7,g__Bradyrhizobium|s__sp. CCBAU 051011
f__Enterococcaceae,g__Enterococcus|s__saigonensis
h0,g__Methanosarcina|s__barkeri
h6,g__Isoptericola|s__variabilis
h6,g__Desulfobacter|s__hydrogenophilus
h6,g__Methylobacterium|s__sp. XJLW
h7,g__Streptococcus|s__sp. HSISS2
h2,g__Pseudoalteromonas|s__donghaensis
h5,g__Streptomyces|s__gilvosporeus
h1,g__Corynebacterium|s__sp. L2-79-05
h9,g__Acinetobacter|s__sp. M131
f__Nocardiaceae,g__Rhodococcus|s__sp. P1Y
h9,g__Streptomyces|s__alboniger
h0,g__Collimonas|s__pratensis
h8,g__Anaeromyxobacter|s__dehalogenans
h5,g__Nibribacter|s__sp. BT10
h0,g__Gemmobacter|s__sp. HYN0069
h6,g__Pseudomonas|s__sp. BIGb0427
h8,g__Streptomyces|s__sp. INR7
h9,g__Blattabacterium|s__cuenoti
h4,g__Paenarthrobacter|s__sp. YJN-D
h9,g__Spirosoma|s__sp. CJU-R4
output,f__Acidithiobacillaceae
h8,g__Euzebyella|s__marina
h9,g__Bacteroides|s__uniformis
h1,g__Pectobacterium|s__versatile
EthanolProductionexport,g__Clostridium|s__carboxidivorans
f__Nostocaceae,g__Nostoc|s__sp. CENA543
h1,g__Sulfurospirillum|s__sp. JPD-1
f__Pseudomonadaceae,g__Pseudomonas|s__asturiensis
h4,g__Polaribacter|s__sp. L12M9
h7,g__Nocardia|s__brasiliensis
h9,g__Agrobacterium|s__tumefaciens
h1,g__Klebsiella|s__quasivariicola
h8,g__Mycobacterium|s__lacus
h1,g__Capnocytophaga|s__sputigena
f__Aeromonadaceae,g__Aeromonas|s__salmonicida
h4,g__Cyanobium|s__gracile
h6,g__Thioclava|s__nitratireducens
h9,g__Mycolicibacterium|s__duvalii
f__Bacillaceae,g__Lysinibacillus|s__sp. YS11
h0,g__Arsenophonus|s__endosymbiont of Aphis craccivora
h7,g__Ehrlichia|s__muris
h6,g__Marinobacter|s__salarius
SuccinateConsumptionimport,g__Pseudomonas|s__aeruginosa
h5,g__Kosakonia|s__oryzae
h8,g__Pseudoalteromonas|s__rubra
f__Bacillaceae,g__Bacillus|s__miscanthi
207,g__Gramella|s__salexigens
h4,g__Fimbriimonas|s__ginsengisoli
h5,g__Ensifer|s__alkalisoli
output,f__Chloroflexaceae
h2,g__Aeromonas|s__dhakensis
