parent,child
h8,g__Streptomyces|s__ferrugineus
h7,g__Streptococcus|s__salivarius
h1,g__Candidatus Pelagibacter|s__sp. HIMB1321
h6,g__Corynebacterium|s__sp. sy039
5,g__Hungateiclostridium|s__clariflavum
h2,g__Fervidobacterium|s__islandicum
h4,g__Faecalibacterium|s__prausnitzii
h3,g__Chryseobacterium|s__sp. 7-3A
h8,g__Stenotrophomonas|s__sp. SXG-1
h9,g__Veillonella|s__parvula
h6,g__Thermomonas|s__sp. SY21
h9,g__Corynebacterium|s__sp. 23H37-10
h5,g__Geobacillus|s__sp. JS12
h2,g__Mycoplasma|s__ovis
h8,g__Streptomyces|s__sp. ADI95-16
h1,g__Sphingobium|s__amiense
h1,g__Anaplasma|s__phagocytophilum
h8,g__Aerococcus|s__christensenii
k__Bacteria,g__Ruegeria|s__pomeroyi
k__Bacteria,g__Entomomonas|s__moraniae
h2,g__Rhodoluna|s__limnophila
h2,g__Streptomyces|s__sp. M2
h2,g__Erwinia|s__pyrifoliae
h0,g__Herbaspirillum|s__seropedicae
h9,g__Peptoniphilus|s__sp. ING2-D1G
D-ArabinoseL-ArabinoseArabinoseL-ArabinopyranoseL-ArabinofuranoseConsumptionimport,g__Clostridium|s__acetobutylicum
h3,g__Sphingopyxis|s__sp. PAMC25046
k__Bacteria,g__Pistricoccus|s__aurantiacus
k__Bacteria,g__Paenibacillus|s__kribbensis
h4,g__Microvirgula|s__aerodenitrificans
h7,g__Acidovorax|s__sp. JS42
h5,g__Streptomyces|s__sp. S1A1-7
k__Bacteria,g__Cellulosimicrobium|s__sp. TH-20
h3,g__Sebaldella|s__termitidis
h6,g__Streptobacillus|s__moniliformis
k__Bacteria,g__Streptococcus|s__sanguinis
h0,g__Bacillus|s__mycoides
h9,g__Legionella|s__sp. PC1000
k__Bacteria,g__Streptomyces|s__qinzhouensis
h3,g__Proteus|s__vulgaris
h9,g__Spiroplasma|s__tabanidicola
h2,g__Sulfurimicrobium|s__lacus
97,g__Orbus|s__sp. IPMB12
D-GlucoseGlucoseConsumptionimport,g__Flavobacterium|s__johnsoniae
h3,g__Gallibacterium|s__anatis
k__Bacteria,g__Muribaculum|s__intestinale
k__Bacteria,g__Changchengzhania|s__lutea
h2,g__Mucilaginibacter|s__mallensis
h4,g__Thermus|s__parvatiensis
h5,g__Flammeovirga|s__sp. MY04
k__Bacteria,g__Hymenobacter|s__nivis
k__Bacteria,g__Streptomyces|s__cavourensis
h5,g__Spiroplasma|s__culicicola
h5,g__Aeromonas|s__sp. ASNIH3
h4,g__Pseudomonas|s__sp. St29
k__Bacteria,g__Colwellia|s__sp. Arc7-D
h7,g__Streptomyces|s__sp. FQ1
h7,g__Methylobacillus|s__flagellatus
h0,g__Thermococcus|s__sp. EXT12c
h0,g__Methylobacterium|s__mesophilicum
h0,g__Gloeobacter|s__kilaueensis
h0,g__Wolbachia|s__endosymbiont of Dirofilaria (Dirofilaria) immitis
h4,g__Synechocystis|s__sp. CACIAM 05
h6,g__Sphingobium|s__japonicum
h7,g__Flavobacterium|s__alkalisoli
h1,g__Gordonia|s__westfalica
AcetateProductionexport,g__Streptococcus|s__pyogenes
h0,g__Spiribacter|s__sp. 2438
h7,g__Methanocella|s__arvoryzae
h9,g__Pseudomonas|s__sp. 11K1
TrimethylamineConsumptionimport,g__Methanohalophilus|s__mahii
h9,g__Lactobacillus|s__delbrueckii
h2,g__Legionella|s__sp. PC997
h8,g__Pseudomonas|s__sp. LG1D9
h9,g__Azospirillum|s__sp. TSA2s
h5,g__Cycloclasticus|s__sp. PY97N
h1,g__Shewanella|s__sp. Arc9-LZ
h3,g__Paenibacillus|s__sp. FSL R5-0345
h5,g__Ferriphaselus|s__amnicola
h5,g__Paludibacter|s__propionicigenes
h0,g__Marinobacterium|s__sp. LSUCC0821
h0,g__Candidatus Vesicomyosocius|s__sp. SY067_SCS001
h6,g__Intrasporangium|s__calvum
h6,g__Vibrio|s__neocaledonicus
h7,g__Caldicellulosiruptor|s__lactoaceticus
k__Bacteria,g__Proteus|s__mirabilis
k__Archaea,g__Thermococcus|s__radiotolerans
k__Bacteria,g__Psychrobacter|s__sp. P2G3
k__Bacteria,g__Burkholderia|s__oklahomensis
h2,g__Planococcus|s__rifietoensis
h3,g__Streptococcus|s__sp. HSISS1
h2,g__Mycoplasma|s__phocicerebrale
h4,g__Clostridium|s__perfringens
h3,g__Ramlibacter|s__tataouinensis
h3,g__Shewanella|s__benthica
h0,g__Mycobacterium|s__sp. DL592
h8,g__Aeromonas|s__taiwanensis
k__Bacteria,g__Synechococcus|s__sp. BIOS-E4-1
h1,g__Shewanella|s__sp. ANA-3
h7,g__Vibrio|s__sp. 04Ya108
h8,g__Ferroplasma|s__acidarmanus
h4,g__Neisseria|s__musculi
h4,g__Niastella|s__koreensis
h5,g__Brucella|s__sp. 2280
h2,g__Streptomyces|s__sp. AC541
LinoleicacidOmega-6fattyacidConsumptionimport,g__Butyrivibrio|s__proteoclasticus
h0,g__Companilactobacillus|s__Lactobacillus farciminis
h2,g__Ehrlichia|s__sp. HF
h0,g__Dehalobacter|s__sp. DCA
h4,g__Simplicispira|s__suum
h7,g__Pseudomonas|s__granadensis
h2,g__Microcella|s__alkaliphila
output,L-MethionineD-MethionineProductionexport
h1,g__Methylocaldum|s__marinum
h6,g__Halarcobacter|s__bivalviorum
h2,g__Chryseobacterium|s__gleum
h5,g__Sphingobium|s__indicum
h1,g__Alcanivorax|s__sp. N3-2A
k__Bacteria,g__Kocuria|s__flava
h5,g__Pseudoalteromonas|s__issachenkonii
5,g__Turicibacter|s__sp. H121
h8,g__Candidatus Thioglobus|s__singularis
194,g__Sulfuricella|s__denitrificans
h4,g__Candidatus Solibacter|s__usitatus
h5,g__Staphylococcus|s__caprae
h5,g__Haemophilus|s__haemolyticus
h0,g__Amycolatopsis|s__benzoatilytica
h0,g__Bacillus|s__pseudomycoides
h1,g__Streptomyces|s__sp. 2323.1
h1,g__Streptomyces|s__sp. 2114.2
h3,g__Paenibacillus|s__jilunlii
h9,g__Streptomyces|s__platensis
h7,g__Coriobacterium|s__glomerans
k__Bacteria,g__Pseudohongiella|s__spirulinae
h1,g__Romboutsia|s__hominis
k__Bacteria,g__Arsenicicoccus|s__sp. oral taxon 190
h4,g__Pseudomonas|s__avellanae
h2,g__Mesorhizobium|s__sp. DCY119
k__Bacteria,g__Enterococcus|s__sp. FDAARGOS_553
k__Bacteria,g__Rhizobium|s__sp. NT-26
k__Bacteria,g__Wolbachia|s__endosymbiont of Drosophila simulans
h0,g__Leptospirillum|s__ferrooxidans
h9,g__Legionella|s__sainthelensi
h3,g__Pleurocapsa|s__minor
h2,g__Roseovarius|s__indicus
EthanolProductionexport,g__Streptococcus|s__equi
k__Bacteria,g__Fusobacterium|s__periodonticum
h3,g__Geobacillus|s__thermoleovorans
h5,g__Clostridium|s__bornimense
h9,g__Bacillus|s__sp. KH172YL63
h9,g__Klebsiella|s__sp.
h5,g__Pseudoalteromonas|s__espejiana
D-GlucoseGlucoseConsumptionimport,g__Achromobacter|s__xylosoxidans
h1,g__Liberibacter|s__Candidatus Liberibacter africanus
h4,g__Thermoanaerobacter|s__italicus
h8,g__Pectinatus|s__frisingensis
h1,g__Marinobacter|s__sp. LQ44
h2,g__Synechococcus|s__sp. JA-2-3B'a(2-13)
h2,g__Mucilaginibacter|s__xinganensis
h2,g__Mesorhizobium|s__sp. M9A.F.Ca.ET.002.03.1.2
h9,g__Sulfurivermis|s__fontis
h2,g__Rhizobium|s__lusitanum
h1,g__Brachybacterium|s__ginsengisoli
h4,g__Pedobacter|s__heparinus
k__Bacteria,g__Campylobacter|s__hepaticus
h2,g__Thermus|s__sp. 4C
h1,g__Gilliamella|s__apicola
2,g__Anoxybacillus|s__amylolyticus
h0,g__Mycolicibacterium|s__insubricum
h2,g__Pediococcus|s__acidilactici
h5,g__Lactobacillus|s__dextrinicus
h6,g__Wolbachia|s__endosymbiont of Drosophila incompta
h8,g__Brachybacterium|s__vulturis
h5,g__Mesorhizobium|s__sp. NZP2298
CellobioseConsumptionimport,g__Clostridium|s__acetobutylicum
h0,g__Corynebacterium|s__aurimucosum
h7,g__Sulfurisphaera|s__ohwakuensis
h4,g__Variovorax|s__boronicumulans
CO2Consumptionimport,g__Acetohalobium|s__arabaticum
h6,g__Phaeobacter|s__porticola
k__Bacteria,g__Parachlamydia|s__acanthamoebae
h0,g__Nocardia|s__mangyaensis
h5,g__Nonlabens|s__sp. MB-3u-79
9,g__Celeribacter|s__indicus
h3,g__Pseudoalteromonas|s__sp. Scap06
h7,g__Thermosulfuriphilus|s__ammonigenes
h7,g__Streptomyces|s__cyaneogriseus
h4,g__Bradyrhizobium|s__canariense
k__Bacteria,g__Sporosarcina|s__sp.
h3,g__Thioalkalivibrio|s__versutus
h4,g__Sinorhizobium|s__fredii
9,g__Acholeplasma|s__oculi
h4,g__Deinococcus|s__geothermalis
h4,g__Vibrio|s__sp. HBUAS61001
h2,g__Roseovarius|s__sp. TM1035
k__Bacteria,g__Streptococcus|s__sp. CNU G3
h0,g__Candidatus Phytoplasma|s__Onion yellows phytoplasma
h7,g__Burkholderia|s__sp. BDU6
h0,g__Pigmentiphaga|s__aceris
h3,g__Desulfurococcus|s__mucosus
h8,g__Vibrio|s__metschnikovii
h3,g__Tessaracoccus|s__flavescens
k__Bacteria,g__Enterococcus|s__thailandicus
h3,g__Azospirillum|s__oryzae
h3,g__Leptotrichia|s__buccalis
SulfurElementalsulfurConsumptionimport,g__Chlorobium|s__limicola
h1,g__Actinoalloteichus|s__hoggarensis
h2,g__Metallosphaera|s__hakonensis
h4,g__Streptomyces|s__seoulensis
h4,g__Shewanella|s__sp. SNU WT4
h7,g__Methanolacinia|s__petrolearia
h8,g__Eggerthella|s__lenta
h1,g__Muribaculum|s__sp. TLL-A4
h0,g__Streptomyces|s__chartreusis
h4,g__Mycobacterium|s__marinum
h4,g__Clostridium|s__diolis
h4,g__Methylobacterium|s__aquaticum
h3,g__Chitinophaga|s__pinensis
h7,g__Pusillimonas|s__sp. ye3
h0,g__Stenotrophomonas|s__sp. 169
h4,g__Actinomyces|s__sp. ZJ34
h8,g__Alkalitalea|s__saponilacus
h8,g__Mycoplasma|s__crocodyli
2,g__Pseudothermotoga|s__thermarum
k__Bacteria,g__Raoultella|s__Enterobacteriaceae endosymbiont of Donacia tomentosa
h6,g__Phytohabitans|s__suffuscus
h8,g__Streptomyces|s__sp. CNQ-509
h3,g__Finegoldia|s__magna
23,g__Antarcticibacterium|s__flavum
h8,g__Paucilactobacillus|s__Lactobacillus nenjiangensis
h6,g__Desulfobacca|s__acetoxidans
h2,g__Nocardioides|s__sp. dk884
h7,g__Paenibacillus|s__donghaensis
h9,g__Staphylococcus|s__piscifermentans
1,g__Pseudoclostridium|s__thermosuccinogenes
h2,g__Vibrio|s__owensii
h6,g__Streptococcus|s__ferus
h3,g__Acidithiobacillus|s__ferrivorans
h5,g__Palaeococcus|s__pacificus
h6,g__Methanosphaera|s__stadtmanae
h9,g__Paraburkholderia|s__xenovorans
h2,g__Malaciobacter|s__Arcobacter molluscorum
h4,g__Clostridium|s__intestinale
h0,g__Candidatus Nitrosocaldus|s__islandicus
h5,g__Bacillus|s__pseudomycoides
h7,g__Pseudomonas|s__sp. ATCC 43928
h8,g__Chlorobaculum|s__limnaeum
h8,g__Alkalihalobacillus|s__pseudofirmus
h5,g__Pseudoalteromonas|s__prydzensis
h7,g__Mycoplasma|s__anatis
h9,g__Sediminicola|s__sp. YIK13
h4,g__Pyrococcus|s__abyssi
h3,g__Roseibacterium|s__elongatum
h4,g__Leifsonia|s__shinshuensis
h2,g__Acidaminococcus|s__fermentans
h7,g__Acinetobacter|s__sp. BEC1-S18-ESBL-01
h5,g__Luteimonas|s__sp. MC1825
h7,g__Wolbachia|s__endosymbiont of Cimex lectularius
h0,g__Epibacterium|s__mobile
h1,g__Mycolicibacterium|s__chubuense
h4,g__Herbaspirillum|s__rubrisubalbicans
h6,g__Streptomyces|s__sp. CB00271
h4,g__Edwardsiella|s__piscicida
h7,g__Corynebacterium|s__pseudopelargi
h3,g__Yersinia|s__entomophaga
h9,g__Streptomyces|s__scabiei
h1,g__Sulfurisphaera|s__tokodaii
h6,g__Cellulomonas|s__gilvus
h7,g__Borrelia|s__anserina
h9,g__Acidithiobacillus|s__ferrooxidans
h2,g__Schaalia|s__odontolytica
h3,g__Alicycliphilus|s__denitrificans
AcetateConsumptionimportproductionexport,g__Desulfobulbus|s__propionicus
h0,g__Mycoplasma|s__hyopneumoniae
h2,g__Acinetobacter|s__johnsonii
h5,g__Agrobacterium|s__genomosp. 1
h7,g__Pseudarthrobacter|s__sp. NIBRBAC000502771
k__Bacteria,g__Methylobacterium|s__aquaticum
k__Bacteria,g__Serinicoccus|s__marinus
h1,g__Micromonospora|s__sp. WMMC415
h2,g__Acinetobacter|s__gyllenbergii
h4,g__Saccharospirillum|s__mangrovi
h5,g__Geobacillus|s__sp. WCH70
NH3AmmoniaNH4AmmoniumProductionexport,g__Pseudomonas|s__stutzeri
h8,g__Microbulbifer|s__sp. YPW1
h5,g__Streptococcus|s__sp. FDAARGOS_520
7,g__Paenibacillus|s__durus
h7,g__Francisella|s__orientalis
h8,g__Mycobacterium|s__sp. YC-RL4
h1,g__Streptomyces|s__noursei
k__Bacteria,g__Azospirillum|s__sp. TSH58
h3,g__Clostridium|s__estertheticum
h1,g__Chlamydia|s__caviae
h5,g__Thiomicrorhabdus|s__sp. G1
h2,g__Halalkalicoccus|s__jeotgali
h5,g__Halodesulfurarchaeum|s__formicicum
h8,g__Cellulophaga|s__baltica
h1,g__Cohnella|s__sp. KS 22
h1,g__Mycolicibacterium|s__fallax
h4,g__Pseudoclostridium|s__thermosuccinogenes
k__Bacteria,g__Limnochorda|s__endosymbiont 'TC1' of Trimyema compressum
h3,g__Acidipropionibacterium|s__acidipropionici
h2,g__Clostridium|s__sp. MF28
h7,g__Xanthomonas|s__arboricola
h8,g__Fibrobacter|s__succinogenes
h8,g__Thermoanaerobacter|s__pseudethanolicus
k__Bacteria,g__Thermus|s__sp. CCB_US3_UF1
h3,g__Planococcus|s__kocurii
h0,g__Vibrio|s__metschnikovii
h7,g__Ligilactobacillus|s__Lactobacillus saerimneri
h4,g__Streptomyces|s__sp. SM18
h8,g__Thermus|s__sp. CCB_US3_UF1
h6,g__Acinetobacter|s__bereziniae
h4,g__Streptococcus|s__sp. FDAARGOS_520
k__Bacteria,g__Lysobacter|s__sp. CW239
h2,g__Alkaliphilus|s__metalliredigens
h6,g__Verrucosispora|s__sp. NA02020
h5,g__Bacillus|s__sp. BS-01
h9,g__Sphingobium|s__sp. TKS
h7,g__Verrucomicrobium|s__spinosum
1,g__Paenibacillus|s__sp. URB8-2
output,46
k__Bacteria,g__Bacteroides|s__sp. A1C1
k__Bacteria,g__Geobacter|s__sulfurreducens
h6,g__Bradyrhizobium|s__diazoefficiens
h9,g__Erysipelothrix|s__sp. HDW6B
h3,g__Hyphomonas|s__sp. Mor2
k__Bacteria,g__Pectobacterium|s__polaris
164,g__Streptomyces|s__clavuligerus
h1,g__Ferroplasma|s__acidarmanus
D-GlucoseGlucoseConsumptionimport,g__Aeropyrum|s__pernix
h4,g__Novosphingobium|s__tardaugens
h1,g__Monaibacterium|s__sp. ALG8
output,PelargonicacidPelargonateNonanoicacidConsumptionimport
h4,g__Corynebacterium|s__epidermidicanis
h7,g__Pediococcus|s__pentosaceus
h2,g__Sphingobium|s__chlorophenolicum
h0,g__Candidatus Ruthia|s__endofausta
h2,g__Alteromonas|s__sp. Mac1
h1,g__Streptomyces|s__finlayi
h1,g__Bacillus|s__cereus
h5,g__Mycobacterium|s__sp. THAF192
h9,g__Flavobacterium|s__johnsoniae
h0,g__Paraburkholderia|s__phenoliruptrix
h3,g__Cloacibacillus|s__porcorum
h1,g__Streptomyces|s__broussonetiae
h5,g__Leclercia|s__sp. LSNIH3
h4,g__Pigmentiphaga|s__sp. H8
h0,g__Sulfolobus|s__sp. S-194
h1,g__Geminocystis|s__sp. NIES-3709
h1,g__Thermus|s__parvatiensis
h6,g__Antarcticibacterium|s__flavum
h4,g__Ezakiella|s__massiliensis
h9,g__Hypericibacter|s__terrae
h6,g__Campylobacter|s__volucris
h3,g__Serratia|s__quinivorans
h7,g__Calothrix|s__sp. PCC 7507
h9,g__Nocardioides|s__dokdonensis
h5,g__Azospirillum|s__sp. TSH100
h8,g__Phocaeicola|s__dorei
h1,g__Sphingomonas|s__sp. HDW15C
h7,g__Enterococcus|s__sp. CR-Ec1
h6,g__Vibrio|s__harveyi
h5,g__Pseudomonas|s__sp. R3-18-08
h0,g__Mycobacterium|s__shigaense
6,g__Synechococcus|s__sp. WH 8020
h8,g__Corynebacterium|s__sp. sy039
h6,g__Synechococcus|s__sp. BOUM118
h1,g__Synechococcus|s__sp. LTW-R
h3,g__Rhodoluna|s__lacicola
k__Bacteria,g__Delftia|s__tsuruhatensis
h0,g__Roseitalea|s__porphyridii
h4,g__Candidatus Cardinium|s__hertigii
h0,g__Salegentibacter|s__sp. T436
h2,g__Nocardioides|s__sp. CF8
h4,g__Lysobacter|s__gummosus
h5,g__Ochrobactrum|s__quorumnocens
h6,g__Pseudonocardia|s__autotrophica
h7,g__Gottschalkia|s__acidurici
h4,g__Riemerella|s__anatipestifer
k__Bacteria,g__Tatumella|s__citrea
h7,g__Janibacter|s__indicus
h0,g__Pseudomonas|s__sp. SGAir0191
k__Bacteria,g__Candidatus Sulcia|s__muelleri
h4,g__Providencia|s__vermicola
h6,g__Eubacterium|s__callanderi
h7,g__Thalassotalea|s__sp. HSM 43
h7,g__Thermotoga|s__naphthophila
h3,g__Planococcus|s__dechangensis
h4,g__Mannheimia|s__varigena
h7,g__Persephonella|s__marina
251,g__Mesorhizobium|s__amorphae
h7,g__Curtobacterium|s__sp. SGAir0471
GlycochenodeoxycholateConsumptionimport,g__Bifidobacterium|s__animalis
h8,g__Methanolobus|s__zinderi
SuccinateConsumptionimport,g__Veillonella|s__parvula
h5,g__Swingsia|s__sp. F3b2
k__Bacteria,g__Gloeobacter|s__cyanobacterium endosymbiont of Rhopalodia gibberula
h9,g__Bacillus|s__sp. JAMB750
h2,g__Mycoplasma|s__bovirhinis
h2,g__Vibrio|s__antiquarius
k__Bacteria,g__Rhodomicrobium|s__vannielii
h9,g__Aminipila|s__sp. JN-18
PantothenicacidVitaminB5PantothenateConsumptionimport,g__Streptococcus|s__salivarius
h8,g__Streptomyces|s__sp. S1D4-20
h0,g__Paenalcaligenes|s__hominis
h4,g__Mycoplasma|s__gallopavonis
h8,g__Castellaniella|s__defragrans
h7,g__Rhodococcus|s__sp. P1Y
h6,g__Mucilaginibacter|s__sp. F39-2
h7,g__Thermococcus|s__sp. 2319x1
h8,g__Methanothermobacter|s__marburgensis
h0,g__Roseovarius|s__sp. THAF27
h1,g__Halanaerobium|s__praevalens
h1,g__Bartonella|s__bovis
h8,g__Companilactobacillus|s__Lactobacillus allii
h3,g__Buttiauxella|s__agrestis
h4,g__Listeria|s__ivanovii
k__Bacteria,g__Candidatus Nardonella|s__dryophthoridicola
h0,g__Halomonas|s__sp. GT
h0,g__Synechococcus|s__sp. MEDNS5
h4,g__Chlamydia|s__trachomatis
h6,g__Collinsella|s__aerofaciens
h6,g__Gemella|s__haemolysans
h7,g__Acinetobacter|s__sp. MYb10
h8,g__Mycobacterium|s__paraseoulense
h0,g__Moraxella|s__ovis
h6,g__Rhizorhabdus|s__dicambivorans
h8,g__Neptunomonas|s__concharum
h9,g__Malaciobacter|s__Arcobacter halophilus
h8,g__Mycobacterium|s__novum
h9,g__Pseudomonas|s__sp. RU47
h7,g__Azospirillum|s__brasilense
h0,g__Janthinobacterium|s__sp. LM6
h1,g__Acidiferrobacter|s__endosymbiont of unidentified scaly snail isolate Monju
h2,g__Marinobacter|s__sp. es.042
h7,g__Lactobacillus|s__jensenii
CO2Productionexport,g__Streptococcus|s__dysgalactiae
h1,g__Colwellia|s__psychrerythraea
h3,g__Bifidobacterium|s__indicum
h6,g__Mycolicibacterium|s__aurum
